,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ActualElapsedTime,AirTime,AirlineID,Altimeter,AltimeterFlag,ArrDel15,ArrDelay,ArrDelayMinutes,ArrTime,ArrTimeBlk,Arr_wban,ArrivalDelayGroups,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,Carrier,CarrierDelay,Date,DayOfWeek,DayofMonth,DepDel15,DepDelay,DepDelayMinutes,DepTime,DepTimeBlk,Dep_wban,DepartureDelayGroups,Dest,DestCityName,DestState,DestStateFips,DewPointCelsius,DewPointCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,Distance,DistanceGroup,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,DivActualElapsedTime,DivAirportLandings,DivArrDelay,DivDistance,DivReachedDest,Diverted,DryBulbCelsius,DryBulbCelsiusFlag,DryBulbFarenheit,DryBulbFarenheitFlag,FirstDepTime,FlightDate,FlightNum,Flights,HourlyPrecip,HourlyPrecipFlag,LateAircraftDelay,LongestAddGTime,Month,NASDelay,Origin,OriginCityName,OriginState,OriginStateFips,PressureChange,PressureChangeFlag,PressureTendency,PressureTendencyFlag,Quarter,RecordType,RecordTypeFlag,RelativeHumidity,RelativeHumidityFlag,S_Arr_time,S_Dep_time,SeaLevelPressure,SeaLevelPressureFlag,SecurityDelay,SkyCondition,SkyConditionFlag,StationPressure,StationPressureFlag,StationType,TailNum,TaxiIn,TaxiOut,Time,TotalAddGTime,UniqueCarrier,ValueForWindCharacter,ValueForWindCharacterFlag,Visibility,VisibilityFlag,WBAN,WeatherDelay,WeatherType,WeatherTypeFlag,WetBulbCelsius,WetBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WheelsOff,WheelsOn,WindDirection,WindDirectionFlag,WindSpeed,WindSpeedFlag,Year,_merge,con,id,key,new_id,sa_time,sd_time,time,region_dep,region_arr,north_dep,north_arr,airport,delay,taxitime,snow,temp,dew_p,precip,vis,winter,airs,airs_cat,melting_snow,freezing_snow,DateStr,congestion,BDL,BOS,BUR,CAE,CHS,CLT,EWN,GSO,GSP,ILM,LAX,LGB,MHT,MYR,OAJ,ONT,ORH,PVD,RDU,SNA
939119,939119,27032,1830,136.0,117.0,20437,30.13, ,0.0,4.0,4.0,26.0,0001-0559,14740.0,0.0,22,2200,142.0,,0.0,FL,,20140824.0,7,24,0.0,10.0,10.0,2210.0,2200-2259,13874.0,0.0,BDL,"Hartford, CT",CT,9,12.8, ,55.0, ,859.0,4,,,,,,0,,,,0.0,14.4, ,58.0, ,,2014-08-24 00:00:00,5,1.0, , ,,,8,,ATL,"Atlanta, GA",GA,13, , , , ,3,AA, ,90.0, ,2014-08-24 00:22:00,2014-08-24 22:00:00,30.13, ,,FEW070, ,29.93, ,11.0,N945AT,8.0,11.0,51.0,,FL, , ,10.0, ,14740.0,, , ,13.5, ,56.0, ,2221.0,18.0,000, ,0.0, ,2014,both,Arr,628.0,477180,628.0,22,2200,2014-08-24 00:51:00,,North,0,1,BDL,4.0,8.0,0,58.0,55.0,0.0,10.0,0,BDL,0,0,0,20140824,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344143,1344143,50756,12735,47.0,31.0,20304,30.16, ,0.0,-3.0,0.0,1342.0,1300-1359,23174.0,-1.0,1345,1256,49.0,,0.0,OO,,20150224.0,2,24,0.0,-1.0,0.0,1255.0,1200-1259,23188.0,-1.0,LAX,"Los Angeles, CA",CA,6,6.1, ,43, ,109.0,1,,,,,,0,,,,0.0,19.4, ,67, ,,2015-02-24 00:00:00,6327,1.0, , ,,,2,,SAN,"San Diego, CA",CA,6, , , , ,1,AA, , 42, ,2015-02-24 13:45:00,2015-02-24 12:56:00,30.16, ,,FEW180 SCT250, ,29.81, ,11.0,N585SW,9.0,7.0,1353.0,,OO,24, ,10.0, ,23174.0,, , ,12.4, ,54, ,1302.0,1333.0,270, ,16, ,2015,both,Arr,719.0,362570,719.0,1345,1256,2015-02-24 13:53:00,,West,0,0,LAX,-3.0,9.0,0,67.0,43.0,0.0,10.0,1,LAX,10,0,0,20150224,1149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
757033,757033,112959,8619,149.0,129.0,20366,30.07, ,0.0,-13.0,0.0,817.0,0800-0859,12960.0,-1.0,830,652,158.0,,0.0,EV,,20140623.0,1,23,0.0,-4.0,0.0,648.0,0600-0659,13881.0,-1.0,IAH,"Houston, TX",TX,48,19.4, ,67, ,912.0,4,,,,,,0,,,,0.0,22.8, ,73, ,,2014-06-23 00:00:00,4327,1.0, , ,,,6,,CLT,"Charlotte, NC",NC,37, , , , ,2,AA, ,82, ,2014-06-23 08:30:00,2014-06-23 06:52:00,30.05, ,,OVC011, ,29.25, ,11.0,N19966,4.0,16.0,652.0,,EV, , ,10.0, ,13881.0,, , ,20.6, ,69, ,704.0,813.0,100, ,6, ,2014,both,Dep,620.0,412108,620.0,830,652,2014-06-23 06:52:00,South,,0,0,CLT,-4.0,16.0,0,73.0,67.0,0.0,10.0,0,CLT,5,0,0,20140623,1236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043897,1043897,131810,65,73.0,51.0,19790,29.96, ,0.0,-6.0,0.0,1123.0,1100-1159,13723.0,-1.0,1129,1011,78.0,,0.0,DL,,20140813.0,3,13,0.0,-1.0,0.0,1010.0,1000-1059,13874.0,-1.0,GSO,"Greensboro/High Point, NC",NC,37,14.4, ,58, ,306.0,2,,,,,,0,,,,0.0,25.0, ,77, ,,2014-08-13 00:00:00,1214,1.0, , ,,,8,,ATL,"Atlanta, GA",GA,13, , , , ,3,AA, , 52, ,2014-08-13 11:29:00,2014-08-13 10:11:00,29.92, ,,BKN046, ,29.01, ,11.0,N990AT,6.0,16.0,1154.0,,DL,17, ,10.0, ,13723.0,, , ,18.4, ,65, ,1026.0,1117.0,320, ,13, ,2014,both,Arr,430.0,109273,430.0,1129,1011,2014-08-13 11:54:00,,South,0,0,GSO,-6.0,6.0,0,77.0,58.0,0.0,10.0,0,GSO,7,0,0,20140813,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1441863,1441863,37593,10704,133.0,108.0,19977,30.0, ,0.0,1.0,1.0,1619.0,1600-1659,3017.0,0.0,1618,1300,138.0,,0.0,UA,,20150312.0,4,12,0.0,6.0,6.0,1306.0,1300-1359,23174.0,0.0,DEN,"Denver, CO",CO,8,5.6, ,42, ,862.0,4,,,,,,0,,,,0.0,26.7, ,80.0, ,,2015-03-12 00:00:00,1088,1.0, , ,,,3,,LAX,"Los Angeles, CA",CA,6, , , , ,1,AA, , 26, ,2015-03-12 16:18:00,2015-03-12 13:00:00,30.00, ,,FEW040 SCT250, ,29.65, ,11.0,N69839,5.0,20.0,1253.0,,UA, , ,10.0, ,23174.0,, , ,15.1, ,59, ,1326.0,1614.0,250, ,11.0, ,2015,both,Dep,295.0,208395,295.0,1618,1300,2015-03-12 12:53:00,West,,0,0,LAX,6.0,20.0,0,80.0,42.0,0.0,10.0,1,LAX,10,0,0,20150312,1211,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1318966,1318966,25579,3320,101.0,87.0,19930,29.99, ,0.0,1.0,1.0,2041.0,2000-2059,24127.0,0.0,2040,1745,115.0,,0.0,AS,,20150213.0,5,13,1.0,15.0,15.0,1800.0,1700-1759,23174.0,1.0,SLC,"Salt Lake City, UT",UT,49,8.3, ,47.0, ,590.0,3,,,,,,0,,,,0.0,20.0, ,68.0, ,,2015-02-13 00:00:00,721,1.0, , ,,,2,,LAX,"Los Angeles, CA",CA,6, , , , ,1,AA, , 47, ,2015-02-13 20:40:00,2015-02-13 17:45:00,29.99, ,,CLR, ,29.64, ,11.0,N525AS,4.0,10.0,1753.0,,AS, , ,10.0, ,23174.0,, , ,13.6, ,57, ,1810.0,2037.0,240, ,9.0, ,2015,both,Dep,403.0,148810,403.0,2040,1745,2015-02-13 17:53:00,West,,0,0,LAX,15.0,10.0,0,68.0,47.0,0.0,10.0,1,LAX,10,0,0,20150213,1207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1115887,1115887,70833,538,148.0,132.0,19930,29.82, ,0.0,-14.0,0.0,1841.0,1800-1859,93184.0,-1.0,1855,1620,155.0,,0.0,AS,,20140910.0,3,10,0.0,-7.0,0.0,1613.0,1600-1659,24233.0,-1.0,SNA,"Santa Ana, CA",CA,6,17.8, ,64, ,978.0,4,,,,,,0,,,,0.0,25.0, ,77, ,,2014-09-10 00:00:00,514,1.0, , ,,,9,,SEA,"Seattle, WA",WA,53, , , , ,3,AA, , 64, ,2014-09-10 18:55:00,2014-09-10 16:20:00,29.82, ,,CLR, ,29.76, ,12.0,N549AS,6.0,10.0,1853.0,,AS, , ,10.0, ,93184.0,, , ,20.3, ,69, ,1623.0,1835.0,210, ,8, ,2014,both,Arr,257.0,47953,257.0,1855,1620,2014-09-10 18:53:00,,West,0,0,SNA,-14.0,6.0,0,77.0,64.0,0.0,10.0,0,SNA,19,0,0,20140910,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119675,119675,119675,6882,100.0,70.0,20355,30.05, ,0.0,-12.0,0.0,1004.0,1000-1059,13881.0,-1.0,1016,830,106.0,,0.0,US,,20141005.0,7,5,0.0,-6.0,0.0,824.0,0800-0859,12842.0,-1.0,CLT,"Charlotte, NC",NC,37,0.6, ,33.0, ,507.0,3,,,,,,0,,,,0.0,14.4, ,58.0, ,,2014-10-05 00:00:00,1937,1.0, , ,,,10,,TPA,"Tampa, FL",FL,12, , , , ,4,AA, ,39.0, ,2014-10-05 10:16:00,2014-10-05 08:30:00,30.04, ,,FEW250, ,29.23, ,11.0,N542UW,17.0,13.0,952.0,,US, , ,10.0, ,13881.0,, , ,8.0, ,46.0, ,837.0,947.0,000, ,0.0, ,2014,both,Arr,114.0,476826,114.0,1016,830,2014-10-05 09:52:00,,South,0,0,CLT,-12.0,17.0,0,58.0,33.0,0.0,10.0,0,CLT,5,0,0,20141005,1188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430423,430423,49983,5708,367.0,333.0,19977,29.97, ,0.0,-6.0,0.0,1134.0,1100-1159,23174.0,-1.0,1140,830,370.0,,0.0,UA,,20140423.0,3,23,0.0,-3.0,0.0,827.0,0800-0859,94789.0,-1.0,LAX,"Los Angeles, CA",CA,6,11.7, ,53.0, ,2475.0,10,,,,,,0,,,,0.0,18.9, ,66.0, ,,2014-04-23 00:00:00,443,1.0, , ,,,4,,JFK,"New York, NY",NY,36, , , , ,2,AA, ,63.0, ,2014-04-23 11:40:00,2014-04-23 08:30:00,29.97, ,,FEW030 SCT160 BKN250, ,29.62, ,11.0,N588UA,8.0,26.0,1153.0,,UA,23, ,10.0, ,23174.0,, , ,14.7, ,59.0, ,853.0,1126.0,250, ,14.0, ,2014,both,Arr,629.0,68351,629.0,1140,830,2014-04-23 11:53:00,,West,0,0,LAX,-6.0,8.0,0,66.0,53.0,0.0,10.0,0,LAX,10,0,0,20140423,1261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
827734,827734,52551,4449,85.0,61.0,19393,30.0, ,0.0,1.0,1.0,1021.0,1000-1059,23174.0,0.0,1020,900,80.0,,0.0,WN,,20140723.0,3,23,0.0,-4.0,0.0,856.0,0900-0959,23230.0,-1.0,LAX,"Los Angeles, CA",CA,6,15.6, ,60.0, ,337.0,2,,,,,,0,,,,0.0,25.0, ,77.0, ,,2014-07-23 00:00:00,910,1.0, , ,,,7,,OAK,"Oakland, CA",CA,6, , , , ,3,AA, ,56.0, ,2014-07-23 10:20:00,2014-07-23 09:00:00,30.00, ,,CLR, ,29.65, ,11.0,N942WN,9.0,15.0,953.0,,WN, , ,10.0, ,23174.0,, , ,19.1, ,66.0, ,911.0,1012.0,270, ,11.0, ,2014,both,Arr,627.0,107114,627.0,1020,900,2014-07-23 09:53:00,,West,0,0,LAX,1.0,9.0,0,77.0,60.0,0.0,10.0,0,LAX,10,0,0,20140723,1352,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1105053,1105053,59999,17367,343.0,313.0,20355,29.8, ,0.0,-16.0,0.0,1239.0,1200-1259,23174.0,-2.0,1255,1000,355.0,,0.0,US,,20140912.0,5,12,0.0,-4.0,0.0,956.0,1000-1059,13739.0,-1.0,LAX,"Los Angeles, CA",CA,6,17.8, ,64, ,2402.0,10,,,,,,0,,,,0.0,26.1, ,79, ,,2014-09-12 00:00:00,1917,1.0, , ,,,9,,PHL,"Philadelphia, PA",PA,42, , , , ,3,AA, , 60, ,2014-09-12 12:55:00,2014-09-12 10:00:00,29.79, ,,FEW090 SCT160, ,29.45, ,11.0,N189UW,9.0,21.0,1253.0,,US, , ,10.0, ,23174.0,, , ,20.7, ,69, ,1017.0,1230.0,250, ,16.0, ,2014,both,Arr,306.0,460399,306.0,1255,1000,2014-09-12 12:53:00,,West,0,0,LAX,-16.0,9.0,0,79.0,64.0,0.0,10.0,0,LAX,10,0,0,20140912,1249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
677677,677677,33603,7197,108.0,87.0,19393,29.81, ,1.0,16.0,16.0,1716.0,1700-1759,23044.0,1.0,1700,1405,115.0,,0.0,WN,10.0,20140608.0,7,8,1.0,23.0,23.0,1428.0,1400-1459,23174.0,1.0,ELP,"El Paso, TX",TX,48,13.9, ,57.0, ,715.0,3,,,,,,0,,,,0.0,21.1, ,70.0, ,,2014-06-08 00:00:00,4005,1.0, , ,6.0,,6,0.0,LAX,"Los Angeles, CA",CA,6, , , , ,2,AA, ,64.0, ,2014-06-08 17:00:00,2014-06-08 14:05:00,29.81, ,0.0,FEW250, ,29.46, ,11.0,N497WN,6.0,15.0,1353.0,,WN, , ,10.0, ,23174.0,0.0, , ,16.8, ,62.0, ,1443.0,1710.0,270, ,14.0, ,2014,both,Dep,222.0,168871,222.0,1700,1405,2014-06-08 13:53:00,West,,0,0,LAX,23.0,15.0,0,70.0,57.0,0.0,10.0,0,LAX,10,0,0,20140608,1270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
838637,838637,63454,15352,51.0,28.0,20304,29.92, ,0.0,-3.0,0.0,1502.0,1500-1559,23174.0,-1.0,1505,1415,50.0,,0.0,OO,,20140709.0,3,9,0.0,-4.0,0.0,1411.0,1400-1459,23190.0,-1.0,LAX,"Los Angeles, CA",CA,6,16.7, ,62.0, ,89.0,1,,,,,,0,,,,0.0,23.9, ,75.0, ,,2014-07-09 00:00:00,5362,1.0, , ,,,7,,SBA,"Santa Barbara, CA",CA,6, , , , ,3,AA, ,64.0, ,2014-07-09 15:05:00,2014-07-09 14:15:00,29.92, ,,FEW010 SCT100, ,29.57, ,11.0,N413SW,12.0,11.0,1453.0,,OO,21, ,10.0, ,23174.0,, , ,19.3, ,67.0, ,1422.0,1450.0,260, ,17.0, ,2014,both,Arr,243.0,437030,243.0,1505,1415,2014-07-09 14:53:00,,West,0,0,LAX,-3.0,12.0,0,75.0,62.0,0.0,10.0,0,LAX,10,0,0,20140709,1349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1321366,1321366,27979,5720,66.0,44.0,21171,29.92, ,0.0,-2.0,0.0,1443.0,1400-1459,23169.0,-1.0,1445,1340,65.0,,0.0,VX,,20150215.0,7,15,0.0,-3.0,0.0,1337.0,1300-1359,23174.0,-1.0,LAS,"Las Vegas, NV",NV,32,12.8, ,55.0, ,236.0,1,,,,,,0,,,,0.0,18.9, ,66.0, ,,2015-02-15 00:00:00,486,1.0, , ,,,2,,LAX,"Los Angeles, CA",CA,6, , , , ,1,AA, , 68, ,2015-02-15 14:45:00,2015-02-15 13:40:00,29.92, ,,CLR, ,29.57, ,11.0,N841VA,10.0,12.0,1353.0,,VX, , ,10.0, ,23174.0,, , ,15.3, ,60, ,1349.0,1433.0,260, ,11.0, ,2015,both,Dep,447.0,225661,447.0,1445,1340,2015-02-15 13:53:00,West,,0,0,LAX,-3.0,12.0,0,66.0,55.0,0.0,10.0,1,LAX,10,0,0,20150215,1062,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
593022,593022,82376,587,66.0,42.0,19790,30.0, ,0.0,-8.0,0.0,1907.0,1900-1959,13880.0,-1.0,1915,1805,70.0,,0.0,DL,,20140528.0,3,28,0.0,-4.0,0.0,1801.0,1800-1859,13874.0,-1.0,CHS,"Charleston, SC",SC,45,21.7, ,71.0, ,259.0,2,,,,,,0,,,,0.0,27.8, ,82.0, ,,2014-05-28 00:00:00,2628,1.0, , ,,,5,,ATL,"Atlanta, GA",GA,13, , , , ,2,AA, , 69, ,2014-05-28 19:15:00,2014-05-28 18:05:00,30.00, ,,FEW040 SCT120 SCT250, ,29.95, ,11.0,N919DE,4.0,20.0,1856.0,,DL, , ,10.0, ,13880.0,, , ,23.6, ,74, ,1821.0,1903.0,200, ,10, ,2014,both,Arr,698.0,261303,698.0,1915,1805,2014-05-28 18:56:00,,South,0,0,CHS,-8.0,4.0,0,82.0,71.0,0.0,10.0,0,CHS,4,0,0,20140528,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247440,247440,116138,1252,168.0,153.0,20366,30.16, ,0.0,-14.0,0.0,1031.0,1000-1059,14922.0,-1.0,1045,845,180.0,,0.0,EV,,20141120.0,4,20,0.0,-2.0,0.0,843.0,0800-0859,13722.0,-1.0,MSP,"Minneapolis, MN",MN,27,-7.2, ,19.0, ,980.0,4,,,,,,0,,,,0.0,3.3, ,38.0, ,,2014-11-20 00:00:00,5073,1.0, , ,,,11,,RDU,"Raleigh/Durham, NC",NC,37, , , , ,4,AA, ,46.0, ,2014-11-20 10:45:00,2014-11-20 08:45:00,30.16, ,,CLR, ,29.69, ,11.0,N614QX,4.0,11.0,851.0,,EV, , ,10.0, ,13722.0,, , ,-0.3, ,31.0, ,854.0,1027.0,220, ,10.0, ,2014,both,Dep,511.0,165128,511.0,1045,845,2014-11-20 08:51:00,South,,0,0,RDU,-2.0,11.0,0,38.0,19.0,0.0,10.0,0,RDU,18,0,0,20141120,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131470,131470,168,168,75.0,61.0,20355,30.26, ,0.0,-22.0,0.0,1239.0,1300-1359,13739.0,-2.0,1301,1130,91.0,,0.0,US,,20141122.0,6,22,0.0,-6.0,0.0,1124.0,1100-1159,14739.0,-1.0,PHL,"Philadelphia, PA",PA,42,-12.2, ,10.0, ,280.0,2,,,,,,0,,,,0.0,2.8, ,37.0, ,,2014-11-22 00:00:00,557,1.0, , ,,,11,,BOS,"Boston, MA",MA,25, , , , ,4,AA, ,33.0, ,2014-11-22 13:01:00,2014-11-22 11:30:00,30.25, ,,FEW070 BKN140 BKN220, ,30.23, ,11.0,N958UW,3.0,11.0,1154.0,,US, , ,10.0, ,14739.0,, , ,-1.8, ,29.0, ,1135.0,1236.0,220, ,17.0, ,2014,both,Dep,609.0,4052,609.0,1301,1130,2014-11-22 11:54:00,North,,1,0,BOS,-6.0,11.0,0,37.0,10.0,0.0,10.0,0,BOS,1,0,0,20141122,454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944953,944953,32866,5664,65.0,49.0,21171,29.96, ,1.0,15.0,15.0,2310.0,2200-2259,23234.0,1.0,2255,2140,75.0,,0.0,VX,0.0,20140815.0,5,15,1.0,25.0,25.0,2205.0,2100-2159,23174.0,1.0,SFO,"San Francisco, CA",CA,6,16.1, ,61.0, ,337.0,2,,,,,,0,,,,0.0,20.0, ,68.0, ,,2014-08-15 00:00:00,947,1.0, , ,15.0,,8,0.0,LAX,"Los Angeles, CA",CA,6, , , , ,3,AA, ,78.0, ,2014-08-15 22:55:00,2014-08-15 21:40:00,29.96, ,0.0,CLR, ,29.61, ,11.0,N626VA,6.0,10.0,2153.0,,VX, , ,10.0, ,23174.0,0.0, , ,17.6, ,64.0, ,2215.0,2304.0,230, ,6.0, ,2014,both,Dep,436.0,146579,436.0,2255,2140,2014-08-15 21:53:00,West,,0,0,LAX,25.0,10.0,0,68.0,61.0,0.0,10.0,0,LAX,10,0,0,20140815,1335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
633311,633311,122665,7918,144.0,121.0,20355,30.14, ,0.0,2.0,2.0,1344.0,1300-1359,13881.0,0.0,1342,1015,147.0,,0.0,US,,20140511.0,7,11,0.0,5.0,5.0,1020.0,1000-1059,3927.0,0.0,CLT,"Charlotte, NC",NC,37,14.4, ,58.0, ,936.0,4,,,,,,0,,,,0.0,28.9, ,84.0, ,,2014-05-11 00:00:00,2063,1.0, , ,,,5,,DFW,"Dallas/Fort Worth, TX",TX,48, , , , ,2,AA, ,41.0, ,2014-05-11 13:42:00,2014-05-11 10:15:00,30.11, ,,SCT055, ,29.31, ,11.0,N541UW,11.0,12.0,1352.0,,US, , ,10.0, ,13881.0,, , ,19.8, ,68.0, ,1032.0,1333.0,320, ,3.0, ,2014,both,Arr,277.0,491121,277.0,1342,1015,2014-05-11 13:52:00,,South,0,0,CLT,2.0,11.0,0,84.0,58.0,0.0,10.0,0,CLT,5,0,0,20140511,1196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711413,711413,67339,273,63.0,49.0,20355,29.9, ,0.0,-7.0,0.0,2347.0,2300-2359,3102.0,-1.0,2354,2245,69.0,,0.0,US,,20140622.0,7,22,0.0,-1.0,0.0,2244.0,2200-2259,23183.0,-1.0,ONT,"Ontario, CA",CA,6,13.3, ,56.0, ,325.0,2,,,,,,0,,,,0.0,17.2, ,63.0, ,,2014-06-22 00:00:00,613,1.0, , ,,,6,,PHX,"Phoenix, AZ",AZ,4, , , , ,2,AA, ,78.0, ,2014-06-22 23:54:00,2014-06-22 22:45:00,29.86, ,,CLR, ,28.93, ,12.0,N631AW,5.0,9.0,2353.0,,US, , ,10.0, ,3102.0,, , ,14.9, ,59.0, ,2253.0,2342.0,250, ,5.0, ,2014,both,Arr,561.0,130539,561.0,2354,2245,2014-06-22 23:53:00,,West,0,0,ONT,-7.0,5.0,0,63.0,56.0,0.0,10.0,0,ONT,15,0,0,20140622,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
272402,272402,18011,252,139.0,113.0,19393,29.86, ,0.0,-39.0,0.0,721.0,0800-0859,14819.0,-2.0,800,605,175.0,,0.0,WN,,20141213.0,6,13,0.0,-3.0,0.0,602.0,0600-0659,14765.0,-1.0,MDW,"Chicago, IL",IL,17,-4.4, ,24.0, ,842.0,4,,,,,,0,,,,0.0,-0.6, ,31.0, ,,2014-12-13 00:00:00,4327,1.0, , ,,,12,,PVD,"Providence, RI",RI,44, , , , ,4,AA, ,75.0, ,2014-12-13 08:00:00,2014-12-13 06:05:00,29.86, ,,SCT090, ,29.79, ,11.0,N8325D,8.0,18.0,551.0,,WN, , ,10.0, ,14765.0,, , ,-1.9, ,29.0, ,620.0,713.0,300, ,13.0, ,2014,both,Dep,463.0,58105,463.0,800,605,2014-12-13 05:51:00,North,,1,0,PVD,-3.0,18.0,0,31.0,24.0,0.0,10.0,1,PVD,17,0,0,20141213,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
977050,977050,64963,18339,358.0,315.0,19790,29.86, ,0.0,-28.0,0.0,1941.0,2000-2059,23174.0,-2.0,2009,1645,384.0,,0.0,DL,,20140824.0,7,24,0.0,-2.0,0.0,1643.0,1600-1659,94789.0,-1.0,LAX,"Los Angeles, CA",CA,6,15.6, ,60.0, ,2475.0,10,,,,,,0,,,,0.0,20.0, ,68.0, ,,2014-08-24 00:00:00,477,1.0, , ,,,8,,JFK,"New York, NY",NY,36, , , , ,3,AA, ,76.0, ,2014-08-24 20:09:00,2014-08-24 16:45:00,29.85, ,,FEW013 SCT150, ,29.51, ,11.0,N721TW,16.0,27.0,1953.0,,DL, , ,10.0, ,23174.0,, , ,17.3, ,63.0, ,1710.0,1925.0,260, ,11.0, ,2014,both,Arr,677.0,385668,677.0,2009,1645,2014-08-24 19:53:00,,West,0,0,LAX,-28.0,16.0,0,68.0,60.0,0.0,10.0,0,LAX,10,0,0,20140824,1206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
615448,615448,104802,614,143.0,116.0,20398,30.09, ,0.0,3.0,3.0,1708.0,1700-1759,3870.0,0.0,1705,1345,140.0,,0.0,MQ,,20140513.0,2,13,0.0,0.0,0.0,1345.0,1300-1359,3927.0,0.0,GSP,"Greer, SC",SC,45,16.7, ,62.0, ,862.0,4,,,,,,0,,,,0.0,30.0, ,86.0, ,,2014-05-13 00:00:00,3259,1.0, , ,,,5,,DFW,"Dallas/Fort Worth, TX",TX,48, , , , ,2,AA, , 45, ,2014-05-13 17:05:00,2014-05-13 13:45:00,30.05, ,,SCT055, ,29.05, ,11.0,N608MQ,3.0,24.0,1653.0,,MQ, , ,10.00, ,3870.0,, , ,21.2, ,70, ,1409.0,1705.0,200, , 9, ,2014,both,Arr,343.0,368202,343.0,1705,1345,2014-05-13 16:53:00,,South,0,0,GSP,3.0,3.0,0,86.0,62.0,0.0,10.0,0,GSP,8,0,0,20140513,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1119716,1119716,74662,284,299.0,278.0,20409,29.86, ,0.0,-14.0,0.0,706.0,0700-0759,23129.0,-1.0,720,105,315.0,,0.0,B6,,20140902.0,2,2,0.0,2.0,2.0,107.0,0001-0559,26451.0,0.0,LGB,"Long Beach, CA",CA,6,16.7, ,62, ,2360.0,10,,,,,,0,,,,0.0,21.7, ,71, ,,2014-09-02 00:00:00,501,1.0, , ,,,9,,ANC,"Anchorage, AK",AK,2, , , , ,3,AA, ,73, ,2014-09-02 07:20:00,2014-09-02 01:05:00,29.85, ,,OVC021, ,29.82, ,11.0,N516JB,3.0,18.0,653.0,,B6, , ,10.0, ,23129.0,, , ,18.5, ,65, ,125.0,703.0,060, ,5, ,2014,both,Arr,37.0,59549,37.0,720,105,2014-09-02 06:53:00,,West,0,0,LGB,-14.0,3.0,0,71.0,62.0,0.0,10.0,0,LGB,11,0,0,20140902,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235426,235426,104124,7574,82.0,61.0,20355,30.23, ,0.0,9.0,9.0,1931.0,1900-1959,93721.0,0.0,1922,1800,82.0,,0.0,US,,20141118.0,2,18,0.0,9.0,9.0,1809.0,1800-1859,13881.0,0.0,BWI,"Baltimore, MD",MD,24,-12.2, ,10.0, ,361.0,2,,,,,,0,,,,0.0,0.0, ,32.0, ,,2014-11-18 00:00:00,1784,1.0, , ,,,11,,CLT,"Charlotte, NC",NC,37, , , , ,4,AA, ,40.0, ,2014-11-18 19:22:00,2014-11-18 18:00:00,30.24, ,,FEW250, ,29.4, ,11.0,N155UW,8.0,13.0,1752.0,,US, , ,10.0, ,13881.0,, , ,-3.6, ,25.0, ,1822.0,1923.0,000, ,0.0, ,2014,both,Dep,482.0,343164,482.0,1922,1800,2014-11-18 17:52:00,South,,0,0,CLT,9.0,13.0,0,32.0,10.0,0.0,10.0,0,CLT,5,0,0,20141118,1318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
