,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,UniqueCarrier,AirlineID,Carrier,TailNum,FlightNum,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Unnamed: 109
180109,2015,4,12,22,2,2015-12-22,AA,19805,AA,N552UW,518,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,45,45.0,0.0,0.0,0.0,0.0,0001-0559,12.0,57.0,548.0,6.0,611,554.0,-17.0,0.0,0.0,-2.0,0600-0659,0.0,,0.0,206.0,189.0,171.0,1.0,1558.0,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191995,2015,4,12,2,3,2015-12-02,AS,19930,AS,N472AS,498,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,2035,2026.0,-9.0,0.0,0.0,-1.0,2000-2059,13.0,2039.0,2234.0,10.0,2300,2244.0,-16.0,0.0,0.0,-2.0,2300-2359,0.0,,0.0,145.0,138.0,115.0,1.0,834.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191083,2015,4,12,24,4,2015-12-24,AA,19805,AA,N980UY,463,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1955,2013.0,18.0,18.0,1.0,1.0,1900-1959,12.0,2025.0,2232.0,6.0,2232,2238.0,6.0,6.0,0.0,0.0,2200-2259,0.0,,0.0,277.0,265.0,247.0,1.0,1773.0,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178492,2015,4,12,21,1,2015-12-21,AA,19805,AA,N951UW,899,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1830,1824.0,-6.0,0.0,0.0,-1.0,1800-1859,27.0,1851.0,2008.0,2.0,2010,2010.0,0.0,0.0,0.0,0.0,2000-2059,0.0,,0.0,100.0,106.0,77.0,1.0,280.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118372,2015,4,12,24,4,2015-12-24,HA,19690,HA,N480HA,318,12173,1217302,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,12758,1275803,32758,KOA,"Kona, HI",HI,15,Hawaii,2,915,912.0,-3.0,0.0,0.0,-1.0,0900-0959,12.0,924.0,950.0,6.0,1002,956.0,-6.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,47.0,44.0,26.0,1.0,163.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298021,2015,4,12,21,1,2015-12-21,F9,20436,F9,N924FR,366,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13342,1334205,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,1445,1440.0,-5.0,0.0,0.0,-1.0,1400-1459,10.0,1450.0,1742.0,6.0,1800,1748.0,-12.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,135.0,128.0,112.0,1.0,896.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389364,2015,4,12,8,2,2015-12-08,WN,19393,WN,N7737E,472,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,605,600.0,-5.0,0.0,0.0,-1.0,0600-0659,8.0,608.0,848.0,11.0,915,859.0,-16.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,130.0,119.0,100.0,1.0,813.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259404,2015,4,12,21,1,2015-12-21,MQ,20398,MQ,N648MQ,3539,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,710,714.0,4.0,4.0,0.0,0.0,0700-0759,13.0,727.0,834.0,9.0,852,843.0,-9.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,102.0,89.0,67.0,1.0,460.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75582,2015,4,12,13,7,2015-12-13,EV,20366,EV,N15983,4179,11995,1199502,31995,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,36,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,841,834.0,-7.0,0.0,0.0,-1.0,0800-0859,13.0,847.0,951.0,9.0,1020,1000.0,-20.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,99.0,86.0,64.0,1.0,445.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294589,2015,4,12,16,3,2015-12-16,OO,20304,OO,N943SW,5218,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1636,1633.0,-3.0,0.0,0.0,-1.0,1600-1659,13.0,1646.0,1751.0,10.0,1802,1801.0,-1.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,86.0,88.0,65.0,1.0,349.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154025,2015,4,12,30,3,2015-12-30,AA,19805,AA,N002AA,2600,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,1945,1943.0,-2.0,0.0,0.0,-1.0,1900-1959,13.0,1956.0,2257.0,15.0,2308,2312.0,4.0,4.0,0.0,0.0,2300-2359,0.0,,0.0,143.0,149.0,121.0,1.0,964.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260820,2015,4,12,19,6,2015-12-19,NK,20416,NK,N503NK,111,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,650,645.0,-5.0,0.0,0.0,-1.0,0600-0659,11.0,656.0,809.0,10.0,819,819.0,0.0,0.0,0.0,0.0,0800-0859,0.0,,0.0,269.0,274.0,253.0,1.0,1749.0,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374929,2015,4,12,1,2,2015-12-01,WN,19393,WN,N7742B,1312,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,13796,1379604,32457,OAK,"Oakland, CA",CA,6,California,91,1805,1819.0,14.0,14.0,0.0,0.0,1800-1859,8.0,1827.0,1922.0,5.0,1920,1927.0,7.0,7.0,0.0,0.0,1900-1959,0.0,,0.0,75.0,68.0,55.0,1.0,337.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129319,2015,4,12,7,1,2015-12-07,AA,19805,AA,N475AA,1046,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1103,1059.0,-4.0,0.0,0.0,-1.0,1100-1159,12.0,1111.0,1222.0,12.0,1247,1234.0,-13.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,104.0,95.0,71.0,1.0,460.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334110,2015,4,12,21,1,2015-12-21,UA,19977,UA,N838UA,1921,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,1729,1727.0,-2.0,0.0,0.0,-1.0,1700-1759,12.0,1739.0,1840.0,8.0,1908,1848.0,-20.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,159.0,141.0,121.0,1.0,862.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2015,4,12,4,5,2015-12-04,DL,19790,DL,N328NW,1189,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,945,942.0,-3.0,0.0,0.0,-1.0,0900-0959,17.0,959.0,1538.0,7.0,1550,1545.0,-5.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,245.0,243.0,219.0,1.0,1865.0,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455561,2015,4,12,24,4,2015-12-24,WN,19393,WN,N7720F,3310,14679,1467903,33570,SAN,"San Diego, CA",CA,6,California,91,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91,1250,1256.0,6.0,6.0,0.0,0.0,1200-1259,10.0,1306.0,1423.0,5.0,1425,1428.0,3.0,3.0,0.0,0.0,1400-1459,0.0,,0.0,95.0,92.0,77.0,1.0,480.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102705,2015,4,12,2,3,2015-12-02,F9,20436,F9,N920FR,566,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,2359,2.0,3.0,3.0,0.0,0.0,2300-2359,11.0,13.0,455.0,5.0,459,500.0,1.0,1.0,0.0,0.0,0001-0559,0.0,,0.0,180.0,178.0,162.0,1.0,1436.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305875,2015,4,12,7,1,2015-12-07,OO,20304,OO,N754SK,5729,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,733,900.0,87.0,87.0,1.0,5.0,0700-0759,25.0,925.0,1158.0,4.0,1038,1202.0,84.0,84.0,1.0,5.0,1000-1059,0.0,,0.0,125.0,122.0,93.0,1.0,717.0,3,0.0,0.0,0.0,0.0,84.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127863,2015,4,12,21,1,2015-12-21,AA,19805,AA,N342AA,942,12478,1247803,31703,JFK,"New York, NY",NY,36,New York,22,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,1115,1113.0,-2.0,0.0,0.0,-1.0,1100-1159,15.0,1128.0,1401.0,8.0,1423,1409.0,-14.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,188.0,176.0,153.0,1.0,1089.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399775,2015,4,12,10,4,2015-12-10,WN,19393,WN,N8669B,2938,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,705,704.0,-1.0,0.0,0.0,-1.0,0700-0759,8.0,712.0,1020.0,7.0,1040,1027.0,-13.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,155.0,143.0,128.0,1.0,994.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461593,2015,4,12,28,1,2015-12-28,WN,19393,WN,N762SW,706,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,2200,,,,,,2200-2259,,,,,2300,,,,,,2300-2359,1.0,B,0.0,120.0,,,1.0,591.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36948,2015,4,12,21,1,2015-12-21,DL,19790,DL,N984DL,1988,10599,1059904,30599,BHM,"Birmingham, AL",AL,1,Alabama,51,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1012,1005.0,-7.0,0.0,0.0,-1.0,1000-1059,19.0,1024.0,1155.0,6.0,1209,1201.0,-8.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,57.0,56.0,31.0,1.0,134.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224012,2015,4,12,30,3,2015-12-30,AA,19805,AA,N3CVAA,1489,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1015,1013.0,-2.0,0.0,0.0,-1.0,1000-1059,22.0,1035.0,1559.0,22.0,1605,1621.0,16.0,16.0,1.0,1.0,1600-1659,0.0,,0.0,230.0,248.0,204.0,1.0,1660.0,7,0.0,0.0,16.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211534,2015,4,12,9,3,2015-12-09,B6,20409,B6,N216JB,1081,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,930,929.0,-1.0,0.0,0.0,-1.0,0900-0959,12.0,941.0,1100.0,3.0,1121,1103.0,-18.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,111.0,94.0,79.0,1.0,474.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446669,2015,4,12,24,4,2015-12-24,WN,19393,WN,N248WN,1853,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,950,952.0,2.0,2.0,0.0,0.0,0900-0959,9.0,1001.0,1205.0,4.0,1225,1209.0,-16.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,95.0,77.0,64.0,1.0,541.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371460,2015,4,12,2,3,2015-12-02,WN,19393,WN,N216WR,4089,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1035,1031.0,-4.0,0.0,0.0,-1.0,1000-1059,11.0,1042.0,1039.0,5.0,1050,1044.0,-6.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,75.0,73.0,57.0,1.0,368.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273353,2015,4,12,8,2,2015-12-08,OO,20304,OO,N218AG,3446,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,10713,1071302,30713,BOI,"Boise, ID",ID,16,Idaho,83,2140,2125.0,-15.0,0.0,0.0,-1.0,2100-2159,14.0,2139.0,2333.0,3.0,2359,2336.0,-23.0,0.0,0.0,-2.0,2300-2359,0.0,,0.0,79.0,71.0,54.0,1.0,399.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462967,2015,4,12,7,1,2015-12-07,WN,19393,WN,N7717D,187,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,1345,1350.0,5.0,5.0,0.0,0.0,1300-1359,18.0,1408.0,1631.0,5.0,1635,1636.0,1.0,1.0,0.0,0.0,1600-1659,0.0,,0.0,110.0,106.0,83.0,1.0,632.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41800,2015,4,12,23,3,2015-12-23,DL,19790,DL,N906DA,1739,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,15376,1537602,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,1920,1952.0,32.0,32.0,1.0,2.0,1900-1959,54.0,2046.0,2230.0,4.0,2137,2234.0,57.0,57.0,1.0,3.0,2100-2159,0.0,,0.0,257.0,282.0,224.0,1.0,1541.0,7,0.0,8.0,25.0,0.0,24.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60563,2015,4,12,30,3,2015-12-30,DL,19790,DL,N344NB,2616,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,1935,1933.0,-2.0,0.0,0.0,-1.0,1900-1959,30.0,2003.0,2252.0,3.0,2305,2255.0,-10.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,150.0,142.0,109.0,1.0,980.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238191,2015,4,12,23,3,2015-12-23,AA,19805,AA,N3KUAA,2525,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,2007,2053.0,46.0,46.0,1.0,3.0,2000-2059,14.0,2107.0,2304.0,6.0,2245,2310.0,25.0,25.0,1.0,1.0,2200-2259,0.0,,0.0,338.0,317.0,297.0,1.0,2218.0,9,6.0,0.0,0.0,0.0,19.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187577,2015,4,12,30,3,2015-12-30,AA,19805,AA,N717UW,1784,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,925,954.0,29.0,29.0,1.0,1.0,0900-0959,28.0,1022.0,1112.0,3.0,1017,1115.0,58.0,58.0,1.0,3.0,1000-1059,0.0,,0.0,112.0,141.0,110.0,1.0,511.0,3,0.0,29.0,29.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259256,2015,4,12,29,2,2015-12-29,MQ,20398,MQ,N525MQ,3532,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,656,854.0,118.0,118.0,1.0,7.0,0600-0659,24.0,918.0,956.0,8.0,808,1004.0,116.0,116.0,1.0,7.0,0800-0859,0.0,,0.0,72.0,70.0,38.0,1.0,175.0,1,116.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451105,2015,4,12,25,5,2015-12-25,WN,19393,WN,N424WN,5192,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,13495,1349503,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,2125,2121.0,-4.0,0.0,0.0,-1.0,2100-2159,9.0,2130.0,2257.0,4.0,2310,2301.0,-9.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,105.0,100.0,87.0,1.0,604.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324566,2015,4,12,27,7,2015-12-27,UA,19977,UA,N492UA,1948,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1807,2332.0,325.0,325.0,1.0,12.0,1800-1859,20.0,2352.0,117.0,7.0,2009,124.0,315.0,315.0,1.0,12.0,2000-2059,0.0,,0.0,182.0,172.0,145.0,1.0,1009.0,5,0.0,0.0,6.0,0.0,309.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468171,2015,4,12,30,3,2015-12-30,WN,19393,WN,N213WN,1869,11259,1125903,30194,DAL,"Dallas, TX",TX,48,Texas,74,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,725,747.0,22.0,22.0,1.0,1.0,0700-0759,11.0,758.0,858.0,8.0,850,906.0,16.0,16.0,1.0,1.0,0800-0859,0.0,,0.0,85.0,79.0,60.0,1.0,460.0,2,3.0,0.0,0.0,0.0,13.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136867,2015,4,12,9,3,2015-12-09,AA,19805,AA,N4WMAA,1255,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,505,458.0,-7.0,0.0,0.0,-1.0,0001-0559,29.0,527.0,608.0,5.0,623,613.0,-10.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,78.0,75.0,41.0,1.0,237.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260385,2015,4,12,25,5,2015-12-25,MQ,20398,MQ,N528MQ,3638,15919,1591902,31834,XNA,"Fayetteville, AR",AR,5,Arkansas,71,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1552,1540.0,-12.0,0.0,0.0,-1.0,1500-1559,9.0,1549.0,1658.0,12.0,1744,1710.0,-34.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,112.0,90.0,69.0,1.0,522.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369099,2015,4,12,1,2,2015-12-01,WN,19393,WN,N7702A,189,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1630,1628.0,-2.0,0.0,0.0,-1.0,1600-1659,10.0,1638.0,1925.0,12.0,1940,1937.0,-3.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,130.0,129.0,107.0,1.0,935.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331642,2015,4,12,20,7,2015-12-20,UA,19977,UA,N487UA,445,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1601,1602.0,1.0,1.0,0.0,0.0,1600-1659,16.0,1618.0,1909.0,12.0,1926,1921.0,-5.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,145.0,139.0,111.0,1.0,862.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444519,2015,4,12,23,3,2015-12-23,WN,19393,WN,N527SW,1224,12206,1220603,32206,HRL,"Harlingen/San Benito, TX",TX,48,Texas,74,12191,1219102,31453,HOU,"Houston, TX",TX,48,Texas,74,1445,1436.0,-9.0,0.0,0.0,-1.0,1400-1459,9.0,1445.0,1529.0,5.0,1550,1534.0,-16.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,65.0,58.0,44.0,1.0,277.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183956,2015,4,12,25,5,2015-12-25,AA,19805,AA,N838AW,599,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1425,1505.0,40.0,40.0,1.0,2.0,1400-1459,17.0,1522.0,1748.0,7.0,1652,1755.0,63.0,63.0,1.0,4.0,1600-1659,0.0,,0.0,207.0,230.0,206.0,1.0,1262.0,6,1.0,0.0,23.0,0.0,39.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7840,2015,4,12,8,2,2015-12-08,DL,19790,DL,N953AT,1644,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1200,1155.0,-5.0,0.0,0.0,-1.0,1200-1259,17.0,1212.0,1403.0,6.0,1417,1409.0,-8.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,77.0,74.0,51.0,1.0,235.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406398,2015,4,12,12,6,2015-12-12,WN,19393,WN,N497WN,3163,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,10599,1059904,30599,BHM,"Birmingham, AL",AL,1,Alabama,51,1800,1807.0,7.0,7.0,0.0,0.0,1800-1859,13.0,1820.0,1855.0,4.0,1910,1859.0,-11.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,130.0,112.0,95.0,1.0,682.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475109,2015,4,12,29,2,2015-12-29,WN,19393,WN,N267WN,1689,13495,1349503,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,11259,1125903,30194,DAL,"Dallas, TX",TX,48,Texas,74,1455,1543.0,48.0,48.0,1.0,3.0,1400-1459,7.0,1550.0,1656.0,15.0,1625,1711.0,46.0,46.0,1.0,3.0,1600-1659,0.0,,0.0,90.0,88.0,66.0,1.0,436.0,2,8.0,0.0,0.0,0.0,38.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12122,2015,4,12,10,4,2015-12-10,DL,19790,DL,N982AT,2012,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,725,724.0,-1.0,0.0,0.0,-1.0,0700-0759,12.0,736.0,806.0,6.0,835,812.0,-23.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,130.0,108.0,90.0,1.0,606.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
